name,first_name,last_name,height_raw,height_in,weight_lb,year_start,year_end,career_span_years,position,birth_date,college,draft_year,draft_round,draft_pick,source,source_url,coverage_note
Dennis Scott,Dennis,Scott,6-8,80,229,1991,2000,10,F,"September 5, 1968",Georgia Institute of Technology,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
James Scott,James,Scott,6-6,78,180,1997,1997,1,F,"June 6, 1972",St. John's University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mike Scott,Mike,Scott,6-8,80,237,2013,2018,6,F,"July 16, 1988",University of Virginia,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ray Scott,Ray,Scott,6-9,81,215,1962,1972,11,F-C,"July 12, 1938",University of Portland,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Shawnelle Scott,Shawnelle,Scott,6-10,82,250,1997,2002,6,C,"June 16, 1972",St. John's University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Willie Scott,Willie,Scott,6-5,77,210,1970,1970,1,F,"May 22, 1947",Alabama State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Paul Scranton,Paul,Scranton,6-5,77,230,1968,1968,1,F,"April 30, 1944","California State Polytechnic University, Pomona",,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Carey Scurry,Carey,Scurry,6-7,79,188,1986,1988,3,F,"December 4, 1962",Long Island University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Bruce Seals,Bruce,Seals,6-8,80,210,1974,1978,5,F,"June 18, 1953",Xavier University of Louisiana,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Shea Seals,Shea,Seals,6-5,77,210,1998,1998,1,G,"August 26, 1975",University of Tulsa,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Malik Sealy,Malik,Sealy,6-8,80,190,1993,2000,8,G,"February 1, 1970",St. John's University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ed Searcy,Ed,Searcy,6-6,78,210,1976,1976,1,F,"April 17, 1952",St. John's University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Kenny Sears,Kenny,Sears,6-9,81,198,1956,1964,9,F,"August 17, 1933",Santa Clara University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Wayne See,Wayne,See,6-3,75,190,1950,1950,1,G,"November 3, 1923",Northern Arizona University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Thabo Sefolosha,Thabo,Sefolosha,6-7,79,220,2007,2018,12,G-F,"May 2, 1984",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Rony Seikaly,Rony,Seikaly,6-11,83,230,1989,1999,11,C,"May 10, 1965",Syracuse University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Glen Selbo,Glen,Selbo,6-3,75,196,1950,1950,1,G-F,"March 29, 1926",University of Wisconsin,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Josh Selby,Josh,Selby,6-2,74,183,2012,2013,2,G,"March 27, 1991",University of Kansas,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Wayne Selden,Wayne,Selden,6-5,77,230,2017,2018,2,G-F,"September 30, 1994",University of Kansas,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Brad Sellers,Brad,Sellers,7-0,84,210,1987,1993,7,C-F,"December 17, 1962",Ohio State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Phil Sellers,Phil,Sellers,6-4,76,195,1977,1977,1,F-G,"November 20, 1953",Rutgers University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Rollie Seltz,Rollie,Seltz,5-10,70,165,1950,1950,1,G-F,"January 25, 1924",Hamline University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Lester Selvage,Lester,Selvage,6-1,73,175,1968,1970,3,G,"March 7, 1943",Truman State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Frank Selvy,Frank,Selvy,6-3,75,180,1955,1964,10,G-F,"November 9, 1932",Furman University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jim Seminoff,Jim,Seminoff,6-2,74,190,1947,1950,4,G-F,"September 1, 1922",University of Southern California,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mouhamed Sene,Mouhamed,Sene,6-11,83,230,2007,2009,3,C-F,"May 12, 1986",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
George Senesky,George,Senesky,6-2,74,179,1947,1954,8,G,"April 4, 1922",Saint Joseph's University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Kevin Seraphin,Kevin,Seraphin,6-9,81,285,2011,2017,7,F,"December 7, 1989",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ansu Sesay,Ansu,Sesay,6-9,81,225,2002,2005,4,F,"July 29, 1976",University of Mississippi,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ramon Sessions,Ramon,Sessions,6-3,75,190,2008,2018,11,G,"April 11, 1986","University of Nevada, Reno",,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ha Seung-Jin,Ha,Seung-Jin,7-3,87,305,2005,2006,2,C,"August 4, 1985",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Tom Sewell,Tom,Sewell,6-5,77,185,1985,1985,1,G,"March 11, 1962",Lamar University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Paul Seymour,Paul,Seymour,6-1,73,180,1948,1960,13,G-F,"January 30, 1928",University of Toledo,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Nick Shaback,Nick,Shaback,5-11,71,180,1947,1947,1,G,"September 10, 1918",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Lynn Shackelford,Lynn,Shackelford,6-5,77,190,1970,1970,1,F,"August 27, 1947","University of California, Los Angeles",,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Charles Shackleford,Charles,Shackleford,6-10,82,225,1989,1999,11,F-C,"April 22, 1966",North Carolina State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Carl Shaeffer,Carl,Shaeffer,6-3,75,185,1950,1951,2,F-G,"October 25, 1924",University of Alabama,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Lee Shaffer,Lee,Shaffer,6-7,79,220,1962,1964,3,F,"February 23, 1939",University of North Carolina,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mustafa Shakur,Mustafa,Shakur,6-3,75,190,2011,2014,4,G,"August 18, 1984",University of Arizona,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
God Shammgod,God,Shammgod,6-0,72,169,1998,1998,1,G,"April 29, 1976",Providence College,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Earl Shannon,Earl,Shannon,5-11,71,170,1947,1949,3,G-F,"November 23, 1921",University of Rhode Island,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Howie Shannon,Howie,Shannon,6-2,74,175,1949,1950,2,G-F,"June 10, 1923",Kansas State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Chuck Share,Chuck,Share,6-11,83,235,1952,1960,9,C,"March 14, 1927",Bowling Green State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Bill Sharman,Bill,Sharman,6-1,73,175,1951,1961,11,G,"May 25, 1926",University of Southern California,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Walter Sharpe,Walter,Sharpe,6-9,81,245,2009,2009,1,F,"July 18, 1986",University of Alabama at Birmingham,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
John Shasky,John,Shasky,6-11,83,235,1989,1991,3,C,"July 31, 1964",University of Minnesota,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ron Shavlik,Ron,Shavlik,6-8,80,200,1957,1958,2,F,"December 4, 1933",North Carolina State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Brian Shaw,Brian,Shaw,6-6,78,190,1989,2003,15,G,"March 22, 1966","University of California, Santa Barbara",,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Casey Shaw,Casey,Shaw,6-11,83,260,1999,1999,1,C,"July 20, 1975",University of Toledo,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Bob Shea,Bob,Shea,6-2,74,194,1947,1947,1,F,"September 11, 1924",University of Rhode Island,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Fred Sheffield,Fred,Sheffield,6-2,74,165,1947,1947,1,F,"November 5, 1923",University of Utah,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Craig Shelton,Craig,Shelton,6-7,79,210,1981,1982,2,F,"May 1, 1957",Georgetown University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Lonnie Shelton,Lonnie,Shelton,6-8,80,240,1977,1986,10,F-C,"October 19, 1955",Oregon State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Tornike Shengelia,Tornike,Shengelia,6-9,81,217,2013,2014,2,F,"October 5, 1991",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Billy Shepherd,Billy,Shepherd,5-10,70,160,1973,1975,3,G,"November 18, 1949",Butler University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jeffrey Sheppard,Jeffrey,Sheppard,6-3,75,190,1999,1999,1,G,"September 29, 1974",University of Kentucky,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Steve Sheppard,Steve,Sheppard,6-6,78,215,1978,1979,2,F,"March 21, 1954",University of Maryland,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ed Sherod,Ed,Sherod,6-2,74,170,1983,1983,1,G,"September 13, 1959",Virginia Commonwealth University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Charley Shipp,Charley,Shipp,6-1,73,200,1950,1950,1,G-F,"December 3, 1913",Catholic University of America,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Paul Shirley,Paul,Shirley,6-10,82,230,2003,2005,3,F-C,"December 23, 1977",Iowa State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Gene Short,Gene,Short,6-6,78,200,1976,1976,1,F,"August 7, 1953",Jackson State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Purvis Short,Purvis,Short,6-7,79,210,1979,1990,12,F-G,"July 2, 1957",Jackson State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Dexter Shouse,Dexter,Shouse,6-2,74,200,1990,1990,1,G,"March 24, 1963",University of South Alabama,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Dick Shrider,Dick,Shrider,6-2,74,190,1949,1949,1,G,"February 7, 1923",Ohio University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Gene Shue,Gene,Shue,6-2,74,170,1955,1964,10,G,"December 18, 1931",University of Maryland,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
John Shumate,John,Shumate,6-9,81,235,1976,1981,6,F-C,"April 6, 1952",University of Notre Dame,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Iman Shumpert,Iman,Shumpert,6-5,77,220,2012,2018,7,G,"June 26, 1990",Georgia Institute of Technology,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Alexey Shved,Alexey,Shved,6-6,78,190,2013,2015,3,G,"December 16, 1988",,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Pascal Siakam,Pascal,Siakam,6-9,81,230,2017,2018,2,F,"February 4, 1994",New Mexico State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Sam Sibert,Sam,Sibert,6-7,79,215,1973,1973,1,F,"February 11, 1949",Kentucky State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mark Sibley,Mark,Sibley,6-2,74,175,1974,1974,1,G,"November 13, 1950",Northwestern University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jerry Sichting,Jerry,Sichting,6-1,73,168,1981,1990,10,G,"November 29, 1956",Purdue University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Donald Sidle,Donald,Sidle,6-8,80,215,1969,1972,4,F-C,"June 21, 1946",University of Oklahoma,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Larry Siegfried,Larry,Siegfried,6-3,75,190,1964,1972,9,F,"May 22, 1939",Ohio State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Ralph Siewert,Ralph,Siewert,7-1,85,230,1947,1947,1,C,"December 31, 1923",Dakota Wesleyan University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Jack Sikma,Jack,Sikma,6-11,83,230,1978,1991,14,C-F,"November 14, 1955",Illinois Wesleyan University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
James Silas,James,Silas,6-1,73,180,1973,1982,10,G,"February 11, 1949",Stephen F. Austin State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Paul Silas,Paul,Silas,6-7,79,220,1965,1980,16,F-C,"July 12, 1943",Creighton University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Xavier Silas,Xavier,Silas,6-5,77,205,2012,2012,1,G,"January 22, 1988",Northern Illinois University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Garret Siler,Garret,Siler,6-11,83,305,2011,2011,1,C,"October 25, 1986",Augusta State University,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
Mike Silliman,Mike,Silliman,6-6,78,225,1971,1971,1,F,"May 5, 1944",United States Military Academy,,,,player_data.csv (Basketball-Reference-derived teaching dump; mirrored via msyamkumar/cs220-projects),https://raw.githubusercontent.com/msyamkumar/cs220-projects/master/spring20/final/player_data.csv,Historical bio dump through year_start/year_end max 2018; NOT complete through 2026
